COMPLAINT_STATUS,COMPLIANCE_REVIEW_END_DATE,COMPLIANCE_REVIEW_START_DATE,COUNTRY,DATE_CLOSED,DISPUTE_RESOLUTION_END_DATE,DISPUTE_RESOLUTION_START_DATE,DOCUMENTS,ELIGIBILITY_END_DATE,ELIGIBILITY_START_DATE,ENVIRONMENTAL_CATEGORY,FILERS,FILING_DATE,HYPERLINK,IAM,IAM_ID,ISSUES,IS_COMPLIANCE_REPORT_ISSUED,MONITORING_END_DATE,MONITORING_START_DATE,PROJECT_ID,PROJECT_LOAN_AMOUNT,PROJECT_NAME,PROJECT_NUMBER,PROJECT_TYPE,REGISTRATION_END_DATE,REGISTRATION_START_DATE,RELATED_PROJECT_NUMBER,SECTOR,YEAR
Closed,,,Mozambique,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintMozal_Oct2010.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponseMozalAssessmentReport_Feb2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportMozal_February2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportMozal_PORT_February2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINAL_ConclusionReportMozal_ENG_Dec12_2011.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FINAL_ConclusionReportMozal_Dec12_2011PORT.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AppraisalReport_Mozal_July2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AppraisalReportCAOMozal_Portuguese.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Audit_Report_C-I-R4-Y12-F156_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Audit_Report_C-I-R4-Y12-F156_PORT.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponseCAOAudit-MozalMozambique_March112013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Monitoring_Report_June23_.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponseCAOAudit-MozalMozambique_March112013.pdf",,,A,,"October 01, 2010",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=159,CAO,21,"Air emissions, community health & safety, consultation, information disclosure, environmental management plans.",,,,159,Up to $135 million in quasi-equity and loans,Mozal 7764 and,10323,"Oil, Gas, Mining, & Chemicals",,"October 01, 2010",,Primary Metals,2010
Closed,,,Nigeria,,,,http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentReportNigeriaFinal.pdf,Completed,,FI,,"June 01, 2001",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=106,CAO,21,,,,,106,$10 million (Loan),Niger Delta Contractor Revolving Credit Facility,10683,"Oil, Gas, Mining, & Chemicals",,"June 01, 2001",,Finance & Insurance,2001
Closed,,,South Africa,,,,http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Appraisal_LONMIN_C-I-R4-Y12-F171.pdf,,,A,,"August 21, 2012",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=206,CAO,21,"Labor dispute, project due diligence and supervision",,,,206,"10 year A loan of $100 million, $50 million equity",Lonmin,24803,"Oil, Gas, Mining, & Chemicals",,"August 21, 2012",,Mining,2012
Open - Compliance,,Completed,South Africa,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintbyAffectedCommunityMembersinRelationtoSocialandEnvironmentalImpactsofLonmin20150615.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport_October1.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Lonmin_IFCManagementResponse_CAO_AssessmentReport_Oct152015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Lonmin02DRConclusionReport_May252017.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAppraisalLonmin_Dec4.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ComplianceAppraisalReport-Lonmin-02-December2017_Xhosa.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/TORforLonminInvestigation_Jan2018.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/TORforLonminInvestigation_Jan2018_Xhosa.pdf",,,A,,"June 16, 2015",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=235,CAO,21,"Air and water pollution, negative impact on living conditions",,,,235,"10 year A loan of $100 million, $50 million equity",Lonmin,24803,"Oil, Gas, Mining, & Chemicals",,"June 16, 2015",,Mining,2015
Closed,,,South Africa,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/TsodiloComplaint_Apr22_Redacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOTsodiloSouthAfricaAssessmentReportSeptember2013_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/TsodiloComplaint_Apr22_Redacted.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplainceAppraisalReportSouthAfricaTsodilo-01Badplaas_August222014.pdf",Completed,,B,,"April 22, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=203,CAO,21,Environmental impact to biodiversity and cultural heritage of protected area,,,,203,Up to US$10.47 million equity,Tsodilo ,29378,"Oil, Gas, Mining, & Chemicals",,"April 22, 2013",,Mining,2013
Closed,,,Tanzania,,,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/bulyfinal.Englishpdf.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AssessmentreportinSwahili.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/#",Completed,,,,"January 01, 2002",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=113,CAO,21,,,,,113,$56.25 million (Guarantee),Kahama Mining Corp. Ltd. ,3661,,,"January 01, 2002",,Mining,2002
Open - Compliance,,,Togo,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Redactedcomplaint.letter27January.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/RedactedComplaint.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentRpt_TogoAug2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentRpt_TogoFRENCHAug2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCManagementResponsetotheCAOAssessmentReportinLCT.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_Togo_LCT-01_11102015_forweb.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_Togo_LCT-01_11102015_forweb.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_Togo_LCT-01_11102015_forweb_French.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforTogoLCTInvestigation-08_Jan2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ToRforTogoLCTInvestigation-08_Jan2016-French.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/EN_CAOCommuniqueTogoLCTOctober2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FR_CAOCommuniqueTogoLCTOctober2016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Compliance_InvestigationReport_Togo_LCT-01_08082016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/FR_CAO_Compliance_InvestigationReport_Togo_LCT-01_08082016.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCMgmtResponsetoCAOInvReportonLCTTogo.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/French_IFCMgmtResponsetoCAOInvReportonLCTTogo.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceMonitoringReportTogoLCT-01_EN.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceMonitoringReportTogoLCT-01_FR.pdf",,,A,,"March 09, 2015",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=232,CAO,21,Land and livelihood,,,Completed,232,$116.21 million ,Togo LCT,29197,Infrastructure,,"March 09, 2015",,Port and Harbor Operations,2015
Open - Ombudsman,,,Togo,,,Completed,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintTogo-02.pdf, http://www.cao-ombudsman.org/cases/document-links/#",Completed,,A,,"February 16, 2018",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1269,CAO,21,"Resettlement, Livelihoods, Labor",,,,1269,$116.21 million ,Togo LCT,29197,Infrastructure,,"February 16, 2018",,Port and Harbor Operations,2018
Open - Compliance,,,Uganda,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintBujagalidam_032111_forWEB.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bujagali-04_Assessment_Rpt_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bujagali-04AssessmentReport_LUG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponse_BujagaliEnergyassessments_04-05_Feb2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bujagali-04_Conclusion_Rpt_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintBujagalidam_032111_forWEB.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_Uganda_Bujagali-0406_Apr082015.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/TermsofReferenceforBujagaliInvestigation_04and06.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceInvestigationReportBujagali04and06.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCManagementResponsetoCAOInvestigationReportforBujagaliEnergy.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AddendumtoIFCManagementResponsetoCAOInvestigationReportforBujagaliEnergyLtd-Bujagali-04-06-0.pdf",,,A (IFC),,"March 21, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=164,CAO,21,Worker health & safety and compensation,,,Completed,164,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Bujagali Energy Ltd 24408 (IFC) & 6732 (MIGA),,Infrastructure,,"March 21, 2011",,Utilities,2011
Open - Compliance,,,Uganda,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplaintBujagali-06_Redacted_March272013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bujagali_06_Assessment_Rpt_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bujagali-06_Conclusion_Rpt_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bujagali-06_Conclusion_Rpt_LUG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOCompliance_AppraisalReport_Uganda_Bujagali-0406_Apr082015_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/TermsofReferenceforBujagaliInvestigation_04and06_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOComplianceInvestigationReportBujagali04and06.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCManagementResponsetoCAOInvestigationReportforBujagaliEnergy.pdf, http://www.cao-ombudsman.org/cases/document-links/http://www.cao-ombudsman.org/cases/document-links/documents/AddendumtoIFCManagementResponsetoCAOInvestigationReportforBujagaliEnergyLtd-Bujagali-04-06-0.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/TORinrelationtoAddendumtoIFCManagementResponsetoCAOInvestigationReport_BujagaliEnergyLtd-06.pdf",,,A (IFC),,"April 03, 2013",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=199,CAO,21,Unpaid wages,,,Completed,199,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Bujagali Energy Ltd 24408 (IFC) & 6732 (MIGA),,Infrastructure,,"April 03, 2013",,Utilities,2013
Open - Compliance,,,Uganda,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaintredactedforwebsite.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Bujagali-07AssessmentReport_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/BujagaliHydro-07-IFCResponseontheCAOAssessmentReport.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MIGAResponsetotheCAOAssessmentReportonMIGA6732BujagaliHydroPowerProjectinUganda.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAO_Compliance_AppraisalReport_Bujagali07.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bujagali-07AssessmentReport_ENG.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAORevisedTermsofReference_Bujagali07.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOInvestigationReportBujagaliEnergyLimited-Bujagali07.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCManagementResponsetoCAOInvestigationReportforBujagaliEnergy07.pdf, http://www.cao-ombudsman.org/cases/document-links/http://www.cao-ombudsman.org/cases/document-links/documents/AddendumtoIFCManagementResponsetoCAOInvestigationReportforBujagaliEnergyLtd-Bujagali-04-06-0.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/TORinrelationtoAddendumtoIFCManagementResponsetoCAOInvestigationReport_BujagaliEnergyLtd-Buj.pdf",,,A (IFC),,"February 03, 2015",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=230,CAO,21,Inadequate compensation for assets,,,Completed,230,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Bujagali Energy Ltd 24408 (IFC) & 6732 (MIGA),,Infrastructure,,"February 03, 2015",,Utilities,2015
Open - Compliance,,Completed,Uganda,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/ComplainttoCAO_Bujagali.docx, http://www.cao-ombudsman.org/cases/document-links/documents/CAOBujagali8AssessmentReport-March2018.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessmentReportonBujagaliEnergyinrelationtothe8thcomplaint.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MIGAResponsetoCAOAssessmentReportonBujagaliEnergyinrelationtothe8thcomplaint.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bujagali08AppraisalReport_April12.pdf",,,A (IFC),,"June 06, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=1265,CAO,21,Worker health & safety and compensation,,,Completed,1265,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Bujagali Energy Ltd 24408 (IFC) & 6732 (MIGA),,Infrastructure,,"June 06, 2017",,Utilities,2017
Open - Ombudsman,,,Uganda,,Completed,,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_AgriVie_KibongaLuwunga_122011_web.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agri-VieAssessmentReport_April2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponsetoCAOAssessmentReportreAgri-Viecase.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOPROGRESSREPORT_Kiboga_June2014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/KibogaMonitoringReportMarch2015.pdf, http://www.cao-ombudsman.org/cases/document-links/#",,,FI,,"December 20, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=180,CAO,21,"Displacement from land, impacts to property, livelihood concerns, and project due diligence",,,,180,US$7m equity investment,Agri-Vie Fund,27674,Global Financial Markets,,"December 20, 2011",,Agribusiness,2011
Closed,,,Uganda,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_AgriVie_MubendeNamwasa_122011_web.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Agri-VieAssessmentReport_April2012.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCresponsetoCAOAssessmentReportreAgri-Viecase.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AgriVie_ProgressReportMubende_March152013_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AgriVie_ProgressReportMubende_March152013_Luganda.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/AgriVie_ProgressReportMubende_March152013_Runyankole.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/UpdatedMubendeProgressReportafterFinalAgreement-August142013.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOupdate_AgriVieMubendeCase_UgandaMay2014.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MubendeMonitoringReportMarch2015.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOMubendeConclusionReport_February2018_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOMubendeConclusionReport_February2018_English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MubendeConclusionReportFinalFebruary_2018_Luganda.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/MubendeConclusionReportFinalFebruary_2018_Luganda.pdf",,,FI,,"December 20, 2011",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=181,CAO,21,,,,,181,US$7m equity investment,Agri-Vie Fund,27674,Global Financial Markets,,"December 20, 2011",,Agribusiness,2011
Closed,,,Kenya,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Jan132017.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Complaint_Jan132017_000.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport-BidcoBevandDetinUganda_June2017.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport-BidcoBevandDetinUganda_June2017.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport-BidcoBevandDetinUganda_June2017_Luganda.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/CAOAssessmentReport-BidcoBevandDetinUganda_June2017_Luganda.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessmentReport_Bidco03_June2017.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/IFCResponsetoCAOAssessmentReport_Bidco03_June2017.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bidco-03ConclusionReport_January2018-English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bidco-03ConclusionReport_January2018-English.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bidco-03conclusionreport_January2018-Luganda.pdf, http://www.cao-ombudsman.org/cases/document-links/documents/Bidco-03conclusionreport_January2018-Luganda.pdf",,,B,,"January 13, 2017",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=254,CAO,21,"Environmental damage, compensation for expropriated land and loss of livelihood.",,,,254,US$23 million A loan and up to $13.5 million B loa,Bidco Bev & Det,33385,Global Manufacturing & Services,,"January 13, 2017",,F-Al - Other food,2017
Closed,,,Uganda,,,,"http://www.cao-ombudsman.org/cases/document-links/documents/Uganda-Bujagali2ComplaintJune2001.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/ltracceptingcomplaint06-28-01.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/bujagalihaplochrominehabitatstudy.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Bujagali2AssessmentReport9-2001.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/ltrtoNAPEandSBCclosingcomplaint.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/#",Completed,,A (IFC),,"June 19, 2001",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=114,CAO,21,,,,,114,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Bujagali Energy Ltd 24408 (IFC) & 6732 (MIGA),,Infrastructure,,"June 19, 2001",,Utilities,2001
Closed,,,Uganda,,,,"http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/BujagaliAssessmentComplaint3_Sept2001.pdf, http://www.cao-ombudsman.org/cases/document-links/#, http://www.cao-ombudsman.org/cases/document-links/documents/Close-outreport_Bujagali3_7.9.02_pdf.pdf, http://www.cao-ombudsman.org/cases/document-links/#",Completed,,A (IFC),,"July 01, 2001",http://www.cao-ombudsman.org/cases/case_detail.aspx?id=115,CAO,21,,,,,115,"$100m A & C loans (IFC), $115m guarantee (MIGA)",Bujagali Energy Ltd 24408 (IFC) & 6732 (MIGA),,Infrastructure,,"July 01, 2001",,Utilities,2001
